Title,Author,Publisher,Year,Type,Status,Summary,ISBN13,DateAdded
ご注文はうさぎですか？（5）,,,,,REVISED,ココアの実家から姉のモカがラビットハウスにやってきた。「お姉ちゃん」の座を巡るココアとモカの攻防や、紅葉狩り、クリスマスなど秋から冬にかけての季節の移ろいとともに、温かい家族愛と友情を描く。,,
ご注文はうさぎですか？（6）,,,,,REVISED,高校生活も折り返し地点。リゼの大学推薦入試や、チノ・マヤ・メグの進路相談など、将来を見据えた選択の時期を迎える少女たち。夢に向かって一歩踏み出す姿と、変わらない温かな日々を繊細に綴る。,,
ご注文はうさぎですか？　7,,,,,REVISED,チマメ隊の中学卒業が近づく冬。高校受験に向けた勉強会や卒業旅行の計画、そして涙と笑顔の卒業式を迎える少女たち。少しずつ大人への階段を登る彼女たちの、感動的で心温まる成長の軌跡。,,
ご注文はうさぎですか？　8,,,,,REVISED,チノ、マヤ、メグの3人が無事に高校へ合格。新たな制服をまとったチマメ隊の高校生活スタートと、お祝いを兼ねた旅行へ出発。未知の風景と新しい出会いが、少女たちの日常にさらなる彩りを添える。,,
ご注文はうさぎですか？　9,,,,,REVISED,都会への旅先で出会った新たな友達フウラやエル。旅行を通じて見つけた新しい視点と、木組みの街へ戻ってきたココアたちの新たな春。変化と成長を受け入れながら、心地よい日常がこれからも続いていく。,,
ご注文はうさぎですか？　10,,,,,REVISED,木組みの街にやってきたフウラたちとの交流が深まる。ココアやチノたちが先輩・後輩として互いを支え合い、賑やかさが増したカフェ生活。新しい絆が生まれ、彼女たちの世界がさらに豊かに広がっていく。,,
ご注文はうさぎですか？　11,,,,,REVISED,進学した少女たちの成長や、チノが新たな夢を抱くエピソードなど、きらきらした思い出が紡がれる。移りゆく季節の中で育まれる友情と、ラビットハウスを中心とした優しく温かな日常の情景。,,
STEINS；GATEコミックアンソロジー,,,,,REVISED,『シュタインズ・ゲート』の世界を複数の作家が描く短編集。原作とは異なる、岡部倫太郎たちラボメンのコミカルな日常やIFの姿が楽しめる。シリアスな本編の裏側に潜むドタバタ劇を鮮やかに活写する。,,
STEINS；GATE コミックアンソロジー タイムトラベラーズテイル（2）,,,,,REVISED,「タイムトラベル」をテーマに『シュタインズ・ゲート』の世界を複数の作家が独自の視点で描く短編集。岡部たちラボメンの日常や、本編では語られなかった可能性の世界を魅力的に描き出すアンソロジー。,,
STEINS；GATE コミックアンソロジー タイムトラベラーズテイル（3）,,,,,REVISED,「タイムトラベル」をテーマに『シュタインズ・ゲート』の世界を複数の作家が描く短編集。岡部たちラボメンの日常や、時間を巡る複雑な想い、そしてIFの物語が交錯する、読み応え抜群のアンソロジー。,,
マジキュー4コマSTEINS；GATE世界線変動率χ．091015％（1）,,,,,REVISED,シリアスな原作とは異なる、デフォルメされた岡部たちラボメンの「あったかも知れない」日常を描く。未来ガジェット研究所で巻き起こる、予測不能でハチャメチャなギャグが満載の4コマコミック。,,
マジキュー4コマSTEINS；GATE世界線変動率χ．091015％（2）,,,,,REVISED,岡部倫太郎や未来ガジェット研究所の面々が、本編とは異なる「x」の世界線でドタバタな日常を繰り広げる。まゆりや紅莉栖たちのコミカルな掛け合いが楽しめる、ファン必見の4コマギャグコレクション。,,
STEINS;GATE コミックアンソロジー（仮）,,,,,REVISED,岡部倫太郎や椎名まゆりたち未来ガジェット研究所のメンバーが織りなす、個性豊かなオリジナルストーリーを多数収録。ラボメンたちの隠れた魅力や、日常のひとコマを様々な作家の感性で描き出す。,,
マジキュー4コマSTEINS；GATE（4）,,,,,REVISED,岡部倫太郎をはじめとするラボメンたちが、本編の緊迫感から解放された別の世界線でユーモアあふれる日常を繰り広げる。個性的なキャラクターたちの魅力が凝縮された、笑いと癒やしの4コマ漫画。,,
マジキュー4コマSTEINS；GATE（5）,,,,,REVISED,未来ガジェット研究所の面々が、本編とは異なる平和な世界線でドタバタな騒動を巻き起こす。岡部の厨二病発言や紅莉栖のツッコミなど、お馴染みの掛け合いがテンポ良く描かれる珠玉の4コマ。,,
マジキュー4コマSTEINS；GATE（6）,,,,,REVISED,ラボメンたちの平穏でハチャメチャな日常を、多彩な作家陣が4コマ形式でコミカルに描く。本編のシリアスな展開とは対照的な、キャラクターたちの無邪気な姿や意外な一面を存分に楽しめる一冊。,,
マジキュー4コマSTEINS；GATE（3）,,,,,REVISED,岡部倫太郎や未来ガジェット研究所の仲間たちが、本編とは異なる世界線で笑いあふれる日常を繰り広げる。独特のテンポで展開されるギャグと、ラボメンたちの微笑ましい交流を描いた4コマ漫画。,,
NEW　GAME！（1）,,,,,REVISED,高校卒業後、憧れのゲーム会社イーグルジャンプに入社した涼風青葉。憧れの八神コウら先輩たちに囲まれ、新作『フェアリーズストーリー3』の開発に奮闘する、笑いと涙のお仕事ガールズコメディ。,,
NEW　GAME！（2）,,,,,REVISED,キャラデザイナーとしての初仕事に挑む青葉。メインキャラコンペに向け、師匠である八神コウとのデザイン対決に奮闘する姿を描く。クリエイターとしての情熱と葛藤が交錯する、ゲーム開発の裏側。,,
NEW　GAME！（3）,,,,,REVISED,『フェアリーズストーリー3』のマスターアップに向けてラストスパート。納品直前の過酷なデバッグ作業や徹夜の日々を乗り越え、チーム全員で迎える発売日の感動と達成感をリアルかつ温かく描く。,,
NEW　GAME！（4）,,,,,REVISED,イーグルジャンプに新たな新入社員・望月紅葉と鳴海ツバメが入社。先輩となった青葉は、個性豊かな後輩たちの指導や複雑な人間関係に奮闘しながらも、クリエイターとしてさらなる成長を遂げていく。,,
NEW　GAME！（5）,,,,,REVISED,新作ゲーム『PECO』のメインキャラクターコンペが開催決定。青葉は憧れの先輩・八神コウと同じ土俵で競い合うため、全力を尽くしてデザインに挑む。互いを高め合う熱いクリエイター魂を描く。,,
NEW　GAME！（6),,,,,REVISED,『PECO』の開発もいよいよ佳境。プログラマーのツバメやねねたちの成長を描きつつ、チーム一丸となってゲームのブラッシュアップに励む。仕事への誇りと仲間への思いやりが溢れる開発現場の日常。,,
NEW　GAME！（7）,,,,,REVISED,新作アクションゲーム『PECO』の開発もいよいよ大詰め。プログラマーとして奮闘するツバメや、デバッグチームで経験を積むねねなど、新人たちの目覚ましい成長が丁寧に描写されます。リリースに向けてチームが一丸となり、より面白いゲームにしようと細部のブラッシュアップに熱中するクリエイターたちの熱量と、少しずつ変化していく人間模様を生き生きと描くお仕事コメディの傑作エピソードです。,,
NEW　GAME！（8）,,,,,REVISED,苦労の末に完成した『PECO』が無事に発売を迎え、イーグルジャンプのメンバーはさらなる高みを目指して新たな一歩を踏み出します。後輩ができ、先輩として指導する立場になった青葉の奮闘や、それぞれが自身のスキルアップやキャリアに向き合う姿を温かく描写。日常のコミカルなやり取りの中に、ものづくりにかける情熱とプロフェッショナルとしての成長がしっかりと刻み込まれる心温まるお仕事奮闘記です。,,
NEW　GAME！（9）,,,,,REVISED,入社3年目を迎えた涼風青葉の前に、ついに大きなチャンスが巡ってきます。会社の看板タイトルとなる新プロジェクト『フェアリーズストーリー4』の企画が本格始動し、青葉はゲームの顔となるキャラクターデザインを決める社内コンペという大舞台に挑戦することに。憧れの先輩でありライバルでもある八神コウの背中を追いかけながら、自分だけのデザインを生み出すために苦悩し、クリエイターとしての殻を破ろうとする姿が胸を打ちます。,,
NEW　GAME！（10）,,,,,REVISED,社運を懸けた大作『フェアリーズストーリー4』のキャラクターデザインコンペが激化。青葉と同期の紅葉が互いの才能を認め合いながら、一歩も譲らない真剣勝負を繰り広げます。ライバルとして切磋琢磨する少女たちの姿は熱く、クリエイターとしてのプライドと友情が交差する展開は必見。デザインを生み出す生みの苦しみや、仲間の支えによって乗り越えていく過程が、お仕事コメディならではの温かなタッチと深い感動で描き出されます。,,
NEW　GAME！（11),,,,,REVISED,『FS4』の開発が本格化し、青葉と紅葉による共同でのデザイン作業がスタートします。全く異なる個性を持つ二人が衝突しながらも、互いのアイデアを融合させて素晴らしいキャラクターを創り上げていく過程はクリエイターの喜びに溢れています。さらに、フランスのゲーム会社で武者修行中の八神コウの様子も描かれ、彼女からの刺激を受けた青葉たちが、表現の限界を超えて自分たちの最高傑作を目指す熱い展開が繰り広げられます。,,
NEW　GAME！（12）,,,,,REVISED,『FS4』の開発が終盤戦に突入する中、フランスへと渡っていた八神コウが一時帰国を果たします。大きく成長し、逞しさを増した青葉やイーグルジャンプの仲間たちの姿を目の当たりにしたコウは、自身の歩んできた道のりを振り返りつつ、再び彼女たちと心を一つにしてゲーム制作に向き合います。互いに高め合う先輩と後輩の深い絆と、最高のゲームを世に送り出すために一切の妥協を許さないクリエイターたちの執念が美しく交錯します。,,
NEW　GAME！（13）,,,,,REVISED,青葉たちイーグルジャンプのメンバーが魂を注ぎ込んで作り上げてきた『フェアリーズストーリー4』の開発がついにクライマックスを迎えます。幾多の困難や意見の衝突、生みの苦しみを乗り越えてきた仲間たちが、ゲーム制作に捧げた情熱のすべてを画面にぶつける姿は圧巻の一言。新入社員だった青葉が立派なクリエイターへと成長を遂げるまでの軌跡と、チームの固い絆がもたらす最高のカタルシスに満ちた、涙と感動のお仕事コメディ。,,
STEINS;GATE : 円環連鎖のウロボロス. 1,,,,,REVISED,偶然の発明から過去へ干渉する力を手に入れた岡部倫太郎を待ち受ける、幾重にも張り巡らされた運命の糸。幼馴染の椎名まゆりを救うために幾度となくタイムリープを繰り返す中で、もうひとりの大切な存在である天才少女・牧瀬紅莉栖との間に生じる残酷な二者択一。絶望的な因果の連鎖の中で苦悩し、精神をすり減らしていく岡部が、ウロボロスの名を冠したもうひとつの可能性に辿り着くまでの壮絶な戦いを描く傑作ノベライズ。,,
STEINS;GATE : 円環連鎖のウロボロス. 2,,,,,REVISED,まゆりと紅莉栖、どちらかの命を犠牲にしなければならないという残酷な運命の収束。極限の選択を迫られた岡部倫太郎が、終わりのないタイムリープの地獄の中で見出した「第三の道」への希望。無数に分岐する世界線の果てで、過去の自分を騙し、世界の法則すらも欺くための壮大な計画が幕を開けます。仲間たちとの深い絆と、狂気のマッドサイエンティストとしての誇りを胸に、すべてを救うための戦いに挑む完結編。,,
STEINS;GATE 5 (六分儀のイディオム 後編),,,,,REVISED,本編では深く語られなかった未来ガジェット研究所のラボメンたちの内面や、彼らが抱える知られざるドラマに焦点を当てた外伝ストーリー。岡部倫太郎たちの日常が世界の陰謀へと巻き込まれていく激動の裏側で、仲間たちが何を想い、どのように行動していたのかが鮮明に描き出されます。キャラクターたちの魅力的なバックボーンが掘り下げられることで、本編の物語への理解と感動がさらに深まる、ファン必読の珠玉のエピソード集です。,,
STEINS;GATE : 蝶翼のダイバージェンス:Reverse,,,,,REVISED,秋葉原でタイムマシンの研究に没頭する岡部倫太郎と出会った天才少女・牧瀬紅莉栖。彼女の視点から紐解かれる本作では、科学者としての探究心と、岡部の奇抜な言動に振り回されながらも惹かれていく紅莉栖の繊細な心情が丁寧に描かれます。天才ゆえの孤独や父との確執を抱える彼女が、未来ガジェット研究所の面々と絆を深め、やがて直面する過酷な世界線変動の運命に対してどのように向き合っていくのかを描いた感動作。,,
STEINS;GATE. 2 (形而上のネクローシス:Reverse),,,,,REVISED,過去へメッセージを送れる「Dメール」の実験を続ける岡部倫太郎と牧瀬紅莉栖たち。しかし、ほんの出来心から始まった過去への干渉が、やがて取り返しのつかない蝶羽の羽ばたきとなり、椎名まゆりの命を奪うという絶望の未来を引き寄せてしまいます。紅莉栖の視点を通して、科学の禁忌に触れたことへの後悔と、大切な仲間を救うために終わらない時間の迷宮へと足を踏み入れていく岡部の悲壮な覚悟が、より深く感情を揺さぶります。,,
STEINS; GATE 3 (境界面上のシュタインズ・ゲート: Rebirth),,,,,REVISED,タイムリープを何度繰り返しても、まゆりの死という残酷な結果を回避できない絶望的な運命の壁。心身ともに追い詰められていく岡部倫太郎を傍で支え、共に解決策を模索する牧瀬紅莉栖の献身的な愛と絆が描かれます。互いへの想いを自覚しながらも、世界線を元に戻すためには紅莉栖自身の死を受け入れなければならないという過酷な真実。絶望的な因果の分岐に立ち向かう二人の決断が胸を打つ、シリーズ屈指の感動編です。,,
STEINS;GATE 4 (六分儀のイディオム 前編),,,,,REVISED,未来ガジェット研究所に集う個性豊かな仲間たち、それぞれの視点から語られるアンソロジー形式のサイドストーリー。自称狂気のマッドサイエンティストである岡部倫太郎を中心に、まゆり、ダル、紅莉栖といった面々が織りなす騒がしくも愛おしい日常の風景。本編の裏側で繰り広げられていた知られざるドラマや、キャラクターたちの内に秘めた想いが丁寧に描写されており、シュタインズ・ゲートの世界観をより立体的に楽しめる一冊です。,,
STEINS;GATE 5 (六分儀のイディオム 後編),,,,,REVISED,本編では深く語られなかった未来ガジェット研究所のラボメンたちの内面や、彼らが抱える知られざるドラマに焦点を当てた外伝ストーリー。岡部倫太郎たちの日常が世界の陰謀へと巻き込まれていく激動の裏側で、仲間たちが何を想い、どのように行動していたのかが鮮明に描き出されます。キャラクターたちの魅力的なバックボーンが掘り下げられることで、本編の物語への理解と感動がさらに深まる、ファン必読の珠玉のエピソード集です。,,
STEINS;GATE : 線形拘束のモザイシズム,,,,,REVISED,電話レンジ（仮）の存在を危険視し、その秘密を秘匿しようと苦心する岡部倫太郎の元に届いた、未来の自分「鳳凰院凶真」からの謎めいた指令メール。それに従い行動する岡部でしたが、その選択がやがてまゆりの命を脅かす予測不能な事態へと発展していきます。複数のキャラクターの視点が交錯しながら、異なる世界線で紡がれる独立した物語がひとつの大きな結末へと収束していく、サスペンスと感動に満ちた群像劇。,,
Steins;Gate永劫回帰のパンドラ. 1,,,,,REVISED,牧瀬紅莉栖を救うことを諦め、彼女が存在しないβ世界線で生きる道を選んだ岡部倫太郎。深い失意とトラウマに沈む彼の裏で、橋田至は未来から来た娘・阿万音鈴羽のために暗躍を始めます。紅莉栖が遺したタイムマシンの理論を記した中鉢論文を巡り、国家間の陰謀や新たな組織の影が忍び寄る展開。紅莉栖を失った世界で、残された者たちがどのように運命に抗い、絶望の未来を変えようとするのかを描く正統続編の幕開け。,,
Steins;Gate閉時曲線のエピグラフ,,,,,REVISED,最愛の人・牧瀬紅莉栖の命を犠牲にして、椎名まゆりを救うβ世界線へ到達した岡部倫太郎。白衣を脱ぎ、ごく普通の大学生として生きようとする彼でしたが、ある日、紅莉栖の記憶と人格を移植された人工知能「アマデウス」の研究員・比屋定真帆と運命的な出会いを果たします。画面越しの「彼女」との再会が、岡部の心に癒えない傷と新たな波紋を呼び起こし、再び避けられない運命の歯車が回り始める切なくも緊迫感溢れる物語。,,
Steins;Gate閉時曲線のエピグラフ 2,,,,,REVISED,牧瀬紅莉栖の記憶を持つAI「アマデウス」との対話にのめり込み、彼女の面影に激しく心を乱される岡部倫太郎。死んだはずの紅莉栖が画面の向こうで微笑むという残酷な現実は、彼の精神を徐々に蝕んでいきます。一方、第三次世界大戦という悲惨な未来を変えるためにタイムマシンでやって来た阿万音鈴羽は、行動を起こそうとしない岡部に焦りを募らせます。失われた過去への執着と未来への責任が交錯する、緊迫の第2巻。,,
STEINS;GATE : 哀心迷図のバベル,,,,,REVISED,椎名まゆりを救うため、自分が命を落とす元の世界線へ戻る運命を静かに受け入れた牧瀬紅莉栖。岡部倫太郎がタイムリープマシンのエンターキーを押すまでのわずかな時間の中で、彼女は自身の原点である父・中鉢博士との複雑な過去、そして岡部に対する素直な想いと深く向き合います。天才少女が抱えていた孤独と愛への渇望、そして愛する人のために自らを犠牲にする気高き決断を、彼女自身の視点から美しくも悲しく描き出した傑作。,,
Steins;gate : 史上最強のスライトフィーバー. 1,,,,,REVISED,ツンデレ天才少女・牧瀬紅莉栖の視点から紐解かれる『シュタインズ・ゲート』のもうひとつの物語。アメリカの大学を飛び級で卒業した彼女が、秋葉原で出会った胡散臭い男・岡部倫太郎とその仲間たちに振り回される騒がしい日々が描かれます。科学者としての純粋な探究心からタイムマシンの謎に挑む姿や、未来ガジェット研究所という居場所を見つけていく過程が、コミカルかつ感情豊かに描写されるファン必見のコミカライズ。,,
Steins;gate : 史上最強のスライトフィーバー. 2,,,,,REVISED,電話レンジ（仮）を使ったDメールによる過去改変の実験を繰り返す岡部倫太郎たち。天才としてのプライドと父・中鉢博士との長年の確執に深く悩む牧瀬紅莉栖は、タイムマシンの理論を完成させた今、自らの悲しい過去へDメールを送るべきか激しい葛藤に苛まれます。彼女の心の脆さと、それを不器用ながらも支えようとする岡部との絆が深まっていく過程が、本編とは異なる繊細なタッチで描かれる注目のエピソード。,,
Steins ; gate : 亡環のリベリオン 1,,,,,REVISED,タイムマシンを巡る国家間の争いによって、世界が絶望的なディストピアと化した2036年の未来。独裁体制に抗うレジスタンス組織「ワルキューレ」の戦士として生きる少女・阿万音鈴羽は、世界を正しい軌道へと修正するため、未完成のタイムマシンで過去へと跳ぶ決意を固めます。過酷な戦場を生き抜いてきた彼女の孤独な戦いと、未来を変えるという重い使命を背負った鈴羽の視点から描かれる、もうひとつの『シュタインズ・ゲート』。,,
Steins ; gate : 亡環のリベリオン 2,,,,,REVISED,絶望の未来を変えるため、タイムマシンで過去へ跳んだ阿万音鈴羽は、1975年の世界で幻のレトロPC「IBN5100」を手に入れるという重大な使命を帯びます。その過程で立ち寄った2010年の秋葉原で、岡部倫太郎や未来の父親である橋田至たちと交流を深める鈴羽。彼らとの温かく平和な日常に心癒されながらも、いずれ訪れる悲劇的な未来を知る彼女は、自身の過酷な任務と彼らへの愛情との間で深く思い悩みます。,,
Steins;gate : 亡環のリベリオン 3,,,,,REVISED,IBN5100の探索を続ける阿万音鈴羽は、タイムマシンの故障という不測の事態に見舞われ、限られた時間の中で未来の絶望を回避しなければならないという重圧に焦りを募らせます。岡部倫太郎や仲間たちとの絆を胸に刻み、彼女は世界線を変えるための最後の賭けに出る決意をします。孤独なタイムトラベラーが仲間のために自らの運命を捧げる姿と、時を超えて受け継がれる希望のバトンを描く、涙なしには読めない完結編。,,
シュタインズ・ゲート 1,,,,,REVISED,狂気のマッドサイエンティスト「鳳凰院凶真」を自称する中二病の大学生・岡部倫太郎。彼が偶然にも過去へメールを送れる「電話レンジ（仮）」を発明したことから、秋葉原を舞台にした壮大なタイムトラベルサスペンスが幕を開けます。ツンデレ天才少女・牧瀬紅莉栖や幼馴染の椎名まゆりたちと共に、世界の法則に挑む面白半分な実験が、やがて彼らを恐るべき陰謀と残酷な運命の渦へと巻き込んでいく始まりの物語。,,
シュタインズ・ゲート. 2,,,,,REVISED,電話レンジ（仮）から送信できるDメールを使って、次々と過去を改変していく岡部倫太郎たち。しかし、その軽率な過去改変の代償として歴史は大きく歪み、世界線が変動した結果、最も大切だった幼馴染・椎名まゆりの命が容赦なく奪われるという回避不能の惨劇が幕を開けます。大切な人を救うため、狂気と絶望が支配する終わらないタイムリープの地獄へと足を踏み入れていく岡部の悲痛な戦いが描かれる、物語が大きく動く第2巻。,,
シュタインズ・ゲート. 3,,,,,REVISED,まゆりを救うために無数のタイムリープを重ね、世界の構造と運命の真実に迫っていく岡部倫太郎。仲間たちの願いを取り消し、過去改変をなかったことにするという苦渋の決断を迫られる中で、彼と牧瀬紅莉栖との間に芽生える深い絆と愛情が描かれます。そして訪れる、まゆりを救えば紅莉栖が死ぬという究極の選択。絶望の因果を断ち切り、「シュタインズ・ゲート」と呼ばれる未知の世界線を目指すための最後の戦いが始まる。,,
スケベ大学 : 公式解説&問題集,,,,,REVISED,エロゲ、BL、百合、官能小説など全24学科にわたり、「スケベを学問する」という真面目かつユニークなコンセプトで現代のスケベ文化を熱烈に分析・解説した前代未聞の一冊。リップグリップ岩永による知的好奇心を刺激するディープな解説に加え、自身のスケベ偏差値を測ることができる公式問題集も収録。あらゆる角度から人間の欲望と創作物の歴史を紐解き、読者を奥深いスケベの学問世界へと誘うユーモアに溢れたガイドブック。,,
イリヤの空、UFOの夏 その4,,,,,REVISED,特殊な宿命を背負った謎の少女・伊里野加奈を連れて、あてのない逃避行へと出た浅羽直之。しかし、過酷な戦闘と非日常の重圧に晒され続けた彼女の精神は、すでに静かな崩壊へと向かっていました。世界の運命を懸けた人類の存亡か、ただ一人の愛する少女か。大人たちの思惑が交錯する中、絶望的な状況に追い詰められた浅羽が最後に下す過酷な決断を描く。儚くも美しいひと夏の青春SFストーリー、涙の完結編。,,
イリヤの空、UFOの夏 その3,,,,,REVISED,園原基地周辺で突如発生した大規模な爆発事件により、彼らの平穏な日常は決定的な終わりを告げます。事件の背後に隠された恐るべき真相を執念深く追う水前寺、そして日を追うごとに衰弱していく伊里野を救うため、浅羽直之の少年としての覚悟が試されます。空を覆うUFOの謎とブラックマンタの秘密が徐々に明らかになり、後戻りのできない非日常の歯車が容赦なく回り出す、物語が急展開を迎える緊迫の第3弾。,,
イリヤの空、UFOの夏 その2,,,,,REVISED,浅羽直之と謎めいた転校生・伊里野加奈は、周囲の目を盗んで初めての初々しいデートへと出かけます。しかし、彼らの背後には二人を監視する不穏な影が忍び寄り、直之を想う晶穂ら周囲の複雑な感情も交錯していきます。無邪気な学園生活という平穏な日常のすぐ裏側に潜む、軍事基地やUFOといった重苦しい非日常の気配が徐々に彼らの関係性を脅かし始め、少年少女の儚い青春に暗い影を落としていく物語の転換点。,,
改憲的護憲論,,,,,REVISED,憲法九条をめぐり、頑なに現状維持を訴える護憲派と、安全保障環境の変化を理由とする改憲派の対立構造に強い危機感を抱いたジャーナリスト・松竹伸幸の意欲作。自衛隊の存在や日米安保条約の現実を直視しつつ、平和主義の理念を守り抜くために、あえて憲法を改正することで立憲主義を回復させるという「改憲的護憲論」を提唱。従来の凝り固まったイデオロギー対立の矛盾を鋭く突き、日本社会に新たな議論の地平を提示する一冊。,,
イリヤの空、UFOの夏 その1,,,,,REVISED,夏休み最後の夜、学校のプールに忍び込んだ平凡な中学生・浅羽直之は、手首に謎の金属球を埋め込まれた不思議な少女・伊里野加奈と運命的な出会いを果たします。新学期に転校生として現れた彼女との不器用な交流を通じて、彼らの住む園原町に隠された軍事基地の存在やUFO騒動、そして黒い戦闘機ブラックマンタの不気味な影が、少年たちの穏やかな日常を少しずつ、しかし確実に侵食していくボーイ・ミーツ・ガールの名作。,,
